查詢公司名稱,公司名稱,統一編號,公司狀況,資本總額(元),代表人姓名,公司所在地
台灣電力股份有限公司,,03795904   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"580,000,000,000",臺北市中正區羅斯福路三段242號 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
潤成投資控股股份有限公司,,53111933   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"329,765,000,000",臺北市中山區八德路二段308號13樓之1 地址所屬公司家數: 3  電子地圖 ,經濟部商業發展署
台灣積體電路製造股份有限公司,台灣積體電路製造股份有限公司  Google搜尋  (出進口廠商英文名稱：TAIWAN SEMICONDUCTOR MANUFACTURING COMPANY LIMITED) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,22099131   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"280,500,000,000",魏哲家,新竹科學園區新竹市力行六路8號 地址所屬公司家數: 1  電子地圖 
中國信託金融控股股份有限公司,中國信託金融控股股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,80333992   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"320,000,000,000",顏文隆,臺北市南港區經貿二路168號27樓、29樓 地址所屬公司家數: 1  電子地圖 
凱基金融控股股份有限公司,"KGI Financial Holding Co., Ltd.",70827383   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"183,900,740,770",臺北市松山區敦化北路135號8、12、13及18樓 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
新光金融控股股份有限公司,"Shin Kong Financial Holding Co., Ltd.",80328219   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"180,094,789,520",臺北市中正區忠孝西路一段66號38樓 地址所屬公司家數: 3  電子地圖 ,經濟部商業發展署
國泰金融控股股份有限公司,國泰金融控股股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,70827406   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"180,000,000,000",蔡宏圖,臺北市大安區仁愛路四段296號 地址所屬公司家數: 16  電子地圖 
玉山金融控股股份有限公司,"E. SUN FINANCIAL HOLDING COMPANY, LTD.",70796305   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"159,958,000,000",臺北市松山區民生東路3段117號14樓及115號1樓 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
中國信託商業銀行股份有限公司,"CTBC Bank Co., Ltd.",03077208   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"158,016,512,400",臺北市南港區經貿二路166、168、170、186、188號 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
中國鋼鐵股份有限公司,,30414175   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"157,731,289,960",高雄市小港區中鋼路1號 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
台北富邦商業銀行股份有限公司,"Taipei Fubon Commercial Bank Co., Ltd. (Taipei Fubon Bank)",03750168   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"157,598,061,300",臺北市中山區中山北路二段50號1、2、3、5、8、12樓 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
台灣自來水股份有限公司,,52242444   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"157,500,000,000",臺中市北區樂英里14鄰雙十路二段2之1號 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
富邦金融控股股份有限公司,"Fubon Financial Holding Co., Ltd.",03374805   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"152,657,119,050",臺北市中山區遼寧街179號15樓、16樓 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
合作金庫金融控股股份有限公司,,53021433   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"152,242,105,960",臺北市松山區長安東路二段225號17、19樓 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
兆豐金融控股股份有限公司,MEGA FINANCIAL HOLDING COMPANY LIMITED,70796754   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"148,333,782,820",臺北市中正區忠孝東路二段123號14至17樓、20樓至21樓 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
南山人壽保險股份有限公司,,11456006   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"146,992,460,000",臺北市信義區莊敬路168號 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
玉山商業銀行股份有限公司,"E.SUN COMMERCIAL BANK, LTD.",86517510   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"146,320,000,000",臺北市松山區民生東路三段115號及117號 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
台新金融控股股份有限公司,台新金融控股股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,80328055   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"350,000,000,000",吳東亮,臺北市大安區仁愛路四段118號12、13、15、16、21、22及23樓 地址所屬公司家數: 1  電子地圖 
第一金融控股股份有限公司,"First Financial Holding Co., Ltd.",80351999   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"140,287,499,030",臺北市中正區重慶南路一段30號 地址所屬公司家數: 2  電子地圖 ,經濟部商業發展署
鴻海精密工業股份有限公司,"HON HAI PRECISION INDUSTRY CO., LTD.",04541302   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"138,917,019,490",新北市土城區中山路66號 地址所屬公司家數: 3  電子地圖 ,經濟部商業發展署
華南金融控股股份有限公司,,70826764   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"137,791,733,560",臺北市信義區松仁路123號23樓、24樓、25樓、26樓及27樓 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
台灣中油股份有限公司,,03707901   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"130,100,000,000",高雄市楠梓區宏南里左楠路2號 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
元大金融控股股份有限公司,"Yuanta Financial Holding Co., Ltd.",70796749   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"129,428,640,250",臺北市大安區仁愛路三段157號6樓、8樓、10樓、13樓、16樓至20樓 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
永豐金融控股股份有限公司,SINOPAC FINANCIAL HOLDINGS COMPANY LIMITED,80333183   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"126,958,509,400",臺北市中山區八德路2段306號3樓、5至13樓及308號6樓之1、6樓之2 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
聯華電子股份有限公司,United Microelectronics Corporation,47217677   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"125,565,077,040",新竹科學園區新竹市力行二路3號 地址所屬公司家數: 1  電子地圖 ,國家科學及技術委員會新竹科學園區管理局
台新國際商業銀行股份有限公司,,86519539   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"122,991,645,930",臺北市中山區中山北路二段44號1樓及地下1樓 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
合作金庫商業銀行股份有限公司,,70799128   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"122,988,300,000",臺北市松山區長安東路二段225號 地址所屬公司家數: 7  電子地圖 ,經濟部商業發展署
國泰世華商業銀行股份有限公司,,04231910   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"120,113,138,660",臺北市信義區松仁路7號1樓 地址所屬公司家數: 2  電子地圖 ,經濟部商業發展署
富邦人壽保險股份有限公司,"Fubon Life Insurance Co., Ltd.",27935073   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"118,420,450,000",臺北市信義區松高路77號8樓 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
彰化商業銀行股份有限公司,"CHANG HWA COMMERCIAL BANK, LTD.",51811609   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"112,057,583,370",臺中市中區自由路二段38號 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
第一商業銀行股份有限公司,"First Commercial Bank, Ltd.",05052322   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"110,401,000,000",臺北市中正區重慶南路一段30號 地址所屬公司家數: 2  電子地圖 ,經濟部商業發展署
臺灣銀行股份有限公司,Bank of Taiwan,03557311   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"109,000,000,000",臺北市中正區建國里重慶南路一段120號 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
華南商業銀行股份有限公司,,03742301   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"104,450,000,000",臺北市信義區松仁路123號 地址所屬公司家數: 5  電子地圖 ,經濟部商業發展署
永豐商業銀行股份有限公司,BANK SINOPAC COMPANY LIMITED,86517384   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"103,781,983,670",臺北市中山區南京東路3段36號 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
臺灣金融控股股份有限公司,,28428379   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"103,125,000,000",臺北市中正區重慶南路一段120號 地址所屬公司家數: 2  電子地圖 ,經濟部商業發展署
兆豐國際商業銀行股份有限公司,,03705903   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"96,118,000,000",臺北市中山區中原里吉林路100號 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
台塑石化股份有限公司,,86522210   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"95,259,596,520",雲林縣麥寮鄉中興村台塑工業園區1號之1 地址所屬公司家數: 7  電子地圖 ,經濟部商業發展署
臺灣中小企業銀行股份有限公司,"TAIWAN BUSINESS BANK, LTD.",03793407   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"91,679,828,760",臺北市大同區玉泉里9鄰塔城街30號 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
台灣美光晶圓科技股份有限公司,"台灣美光晶圓科技股份有限公司  Google搜尋  (出進口廠商英文名稱：MICRON TECHNOLOGY TAIWAN, INC.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」
106年03月01日 發文號10601023070變更名稱 （前名稱：華亞科技股份有限公司）",80353271   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"91,558,241,760",盧東暉,桃園市龜山區文化里復興三路667號 地址所屬公司家數: 1  電子地圖 
臺灣土地銀行股份有限公司,,03700301   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"86,200,000,000",臺北市中正區黎明里10鄰館前路46號 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
中龍鋼鐵股份有限公司,,84613756   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"86,125,861,230",臺中市龍井區龍昌路100號 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
中華郵政股份有限公司,"Chunghwa Post Co., Ltd.",03741302   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"84,262,000,000",臺北市大安區永康里金山南路二段55號 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
星展(台灣)商業銀行股份有限公司,星展(台灣)商業銀行股份有限公司  Google搜尋  (出進口廠商英文名稱：DBS BANK (TAIWAN) LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,53017509   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"90,000,000,000",伍維洪,臺北市信義區松仁路32、36號15、17樓 地址所屬公司家數: 1  電子地圖 
新光人壽保險股份有限公司,"Shin Kong Life Insurance Co., Ltd",03458902   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"82,768,904,360",臺北市中正區忠孝西路一段66號31-43樓 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
國營臺灣鐵路股份有限公司,"State-owned Taiwan Railway Corporation, Ltd.",07524729   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"80,000,000,000",臺北市中正區黎明里003鄰北平西路3號 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
元大商業銀行股份有限公司,,86517315   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"79,953,547,760",臺北市大安區仁愛路三段157號1至2樓及6至20樓 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
群創光電股份有限公司,群創光電股份有限公司  Google搜尋  (出進口廠商英文名稱：INNOLUX CORPORATION) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,12800225   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"120,000,000,000",洪進揚,新竹科學園區苗栗縣竹南鎮科學路160號 地址所屬公司家數: 1  電子地圖 
南亞塑膠工業股份有限公司,,75370905   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"79,308,215,890",高雄市仁武區竹後里水管路101號 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
中華電信股份有限公司,,96979933   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"77,574,465,450",臺北市中正區信義路一段21之3號 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
臺灣水泥股份有限公司,"臺灣水泥股份有限公司  Google搜尋  (出進口廠商英文名稱：TCC Group Holdings CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",11913502   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"100,000,000,000",張安平,臺北市中山區中山北路二段113號 地址所屬公司家數: 25  電子地圖 
台灣美光記憶體股份有限公司,"台灣美光記憶體股份有限公司  Google搜尋  (出進口廠商英文名稱：MICRON MEMORY TAIWAN CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」
102年08月21日 發文號1020020065變更名稱 （前名稱：瑞晶電子股份有限公司）",28518076   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"76,592,036,150",盧東暉,中部科學園區臺中市后里區三豐路4段369號 地址所屬公司家數: 1  電子地圖 
友達光電股份有限公司,友達光電股份有限公司  Google搜尋  (出進口廠商英文名稱：AUO Corporation) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,84149738   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"120,000,000,000",彭双浪,新竹科學園區新竹市力行二路1號 地址所屬公司家數: 2  電子地圖 
臺灣港務股份有限公司,"Taiwan International Ports Corporation, Ltd.",53026486   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"66,456,671,200",高雄市鼓山區麗興里蓬萊路10號 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
元大證券股份有限公司,,97160609   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"65,924,526,430",臺北市中山區南京東路三段219號11樓 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
臺灣塑膠工業股份有限公司,,75708007   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"63,657,407,810",高雄市仁武區竹後里水管路100號 地址所屬公司家數: 2  電子地圖 ,經濟部商業發展署
國泰人壽保險股份有限公司,,03374707   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"63,515,273,950",臺北市大安區仁愛路4段296號 地址所屬公司家數: 16  電子地圖 ,經濟部商業發展署
台灣人壽保險股份有限公司,"Taiwan Life Insurance Co., Ltd.",03557017   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"62,267,319,530",臺北市南港區經貿二路188號8樓 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
中華航空股份有限公司,China Airlines Ltd.,11145904   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"60,839,235,590",桃園市大園區埔心里16鄰航站南路1號 地址所屬公司家數: 2  電子地圖 ,經濟部商業發展署
日月光半導體製造股份有限公司,,76027628   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"59,941,437,640",高雄市楠梓區經三路26號 地址所屬公司家數: 3  電子地圖 ,經濟部產業園區管理局
臺灣化學纖維股份有限公司,臺灣化學纖維股份有限公司  Google搜尋  (出進口廠商英文名稱：Formosa Chemicals And Fibre Corporation) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,58650902   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"58,611,862,910",洪福源,彰化縣彰化市中庄里中山路三段359號 地址所屬公司家數: 1  電子地圖 
台灣康寧顯示玻璃股份有限公司,"台灣康寧顯示玻璃股份有限公司  Google搜尋  (出進口廠商英文名稱：CORNING DISPLAY TECHNOLOGIES TAIWAN CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",04388145   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"70,689,254,000",張錚(John Zhang),中部科學園區臺中市西屯區科園路1號 地址所屬公司家數: 1  電子地圖 
三商美邦人壽保險股份有限公司,"Mercuries Life Insurance Co., Ltd.",84443471   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"56,995,010,440",臺北市內湖區石潭路58號1樓 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
統一企業股份有限公司,Uni-President Enterprises Corp.,73251209   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"56,820,154,210",臺南市永康區中正路301號 地址所屬公司家數: 5  電子地圖 ,經濟部商業發展署
台灣糖業股份有限公司,,03794905   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"56,367,498,650",臺南市東區生產路68號 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
台灣高速鐵路股份有限公司,台灣高速鐵路股份有限公司  Google搜尋  (出進口廠商英文名稱：TAIWAN HIGH SPEED RAIL CORPORATION) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,16446274   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"120,000,000,000",史哲,臺北市南港區經貿二路66號13~15樓 地址所屬公司家數: 1  電子地圖 
台中商業銀行股份有限公司,,51816908   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"55,187,566,830",臺中市西區民權路87號 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
長榮航空股份有限公司,長榮航空股份有限公司  Google搜尋  (出進口廠商英文名稱：EVA AIRWAYS CORPORATION) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,23225229   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"70,000,000,000",林寶水,桃園市蘆竹區新南路1段376號 地址所屬公司家數: 1  電子地圖 
遠東新世紀股份有限公司,"遠東新世紀股份有限公司  Google搜尋  (出進口廠商英文名稱：FAR EASTERN NEW CENTURY CORPORATION) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」
098年10月19日 發文號09801241180變更名稱 （前名稱：遠東紡織股份有限公司）",03522600   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"60,000,000,000",徐旭東,臺北市大安區敦化南路二段207號36樓 地址所屬公司家數: 6  電子地圖 
桃園國際機場股份有限公司,Taoyuan International Airport Corporation Ltd.,53002013   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"51,875,741,440",桃園市大園區航站南路9號 地址所屬公司家數: 3  電子地圖 ,經濟部商業發展署
凱基人壽保險股份有限公司,"凱基人壽保險股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」
112年11月09日 發文號11230158800變更名稱 （前名稱：中國人壽保險股份有限公司）",03434016   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"55,000,000,000",王銘陽,臺北市松山區敦化北路135號3、4、5、6、7樓 地址所屬公司家數: 1  電子地圖 
花旗(台灣)商業銀行股份有限公司,花旗(台灣)商業銀行股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,28421312   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"66,033,000,000",張聖心,臺北市信義區松智路1號12、13、14、15、16樓 地址所屬公司家數: 1  電子地圖 
臺灣新光商業銀行股份有限公司,,97172648   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"49,815,329,440",臺北市信義區松仁路32號3、4、5、10、19、20、21樓、4樓之1、5樓之1、9樓之1及36號1、3、4、5、10、19、20、21樓、9樓之1 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
臺銀人壽保險股份有限公司,,28428384   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"49,500,000,000",臺北市大安區敦化南路2段69號6樓 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
中租迪和股份有限公司,"中租迪和股份有限公司  Google搜尋  (出進口廠商英文名稱：CHAILEASE FINANCE CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",05072925   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"49,161,807,000",陳鳳龍,臺北市內湖區瑞光路362號8樓至12樓 地址所屬公司家數: 1  電子地圖 
上海商業儲蓄銀行股份有限公司,上海商業儲蓄銀行股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,03036306   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"60,000,000,000",李慶言,臺北市中山區民權東路一段2號 地址所屬公司家數: 1  電子地圖 
凱基商業銀行股份有限公司,"KGI Bank Co., Ltd.",86517321   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"47,036,253,780",臺北市松山區敦化北路135號9樓、10樓、11樓及18樓 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
華邦電子股份有限公司,Winbond Electronics Corporation,22099218   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"45,000,001,930",中部科學園區臺中市大雅區科雅1路8號 地址所屬公司家數: 1  電子地圖 ,國家科學及技術委員會中部科學園區管理局
萬寶開發股份有限公司,,33688521   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"44,459,000,000",臺北市大安區仁愛路四段296號24樓 地址所屬公司家數: 10  電子地圖 ,經濟部商業發展署
匯弘投資股份有限公司,,12545506   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"44,380,000,000",臺北市中山區八德路二段308號11樓之1 地址所屬公司家數: 16  電子地圖 ,經濟部商業發展署
矽品精密工業股份有限公司,"SILICONWARE PRECISION INDUSTRIES CO., LTD.",55991080   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"44,196,488,780",臺中市潭子區大豐里大豐路三段123號 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
日月光投資控股股份有限公司,日月光投資控股股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,29187308   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"55,000,000,000",張虔生,高雄市楠梓區經三路26號 地址所屬公司家數: 3  電子地圖 
